block hash	block height	tx count	inputs count	block size	check	handle check	accept	connect	handle connect	reorg	handle reorg	call handler	total	t1 - t0  accept part	t2 - t1 populate	t3 - t2 handle_populated block->accept()	t4 - t3 handle_populated other	t5 - t4 handle_populated for	t6 - t5 accept_transactions	t7 - t6 handle_accepted	total
0000000000000000007032586239b811d13b493ef3e25b8c629cb45cda336636	545730	144	190	42760	2108425	22460	8777387	4156266	15221	82717287	14325	23348	97834719	136472	7837325	108653	3993	512038	73476	1194	8673151
000000000000000001a0c04848ac77a5ea372c9b2b617c0b777e5b576ab25175	545731	95	179	41686	1862886	965941	5769427	6637808	15661	78426388	16612	72728	93767451	139433	4602670	121774	6309	508889	288088	1302	5668465
0000000000000000011592c5e89984b763a3c9275547292ac2992e1055d081e8	545732	121	189	38820	2093408	529727	7912463	4949543	15138	98141572	11437	32839	113686127	140120	6874727	145348	4934	566887	88337	1066	7821419
000000000000000002131426ca415231d8189337d38079b71ffaa1d8da889498	545733	80	166	31566	760555	14562	5694775	4435718	13975	63767258	16392	31774	74735009	88181	5001141	92470	4291	231711	193106	963	5611863
000000000000000000f38ff50c7d40b9802631d853c94223f2dc72e0f817d0c0	545734	134	200	43267	1191690	507325	7493056	5023516	14708	96030303	16300	78752	110355650	93088	6315847	156133	5024	305742	518357	1307	7395498
000000000000000000b3b9bb2ddd63488ed3652da10c80d8e94567f038b3b2f8	545735	207	586	123540	2213979	16779	10140811	18963569	10737	139496463	16515	32412	170891265	91753	7795030	236648	5810	721361	1193762	1576	10045940
000000000000000000c1f119742198805fc6c793ceb6cc38929323977de1f28c	545736	19	26	5352	204583	705320	1617745	739105	10421	16347095	18092	70243	19712604	88306	1261163	45729	4079	123370	26215	1130	1549992
00000000000000000199f1775673687b4e67608064b3fc850a72eb3225caed06	545737	60	123	23751	1100400	860937	4967999	3944512	12794	42355559	14147	65849	53322197	138710	4199683	101416	4612	389105	57892	1068	4892486
0000000000000000007792a63f1a4a56beb4ed100d653fdfa0653170827ae72c	545738	307	603	135192	5984047	25426	14351213	21712361	16349	184004832	15379	93421	226203028	142995	12267183	317489	6348	975894	542451	1291	14253651
000000000000000001ddb255881f01dcc437c0880939e0995e53e3e8cc00da3c	545739	516	578	128687	7928364	924286	27772049	16021064	14519	52923095	19216	73757	105676350	142398	25611134	472325	5586	1258411	172155	1741	27663750
